key_with_zip,key_no_zip,address,city,zip,licensee,lat,lng
"1670 Rio Rancho Drive. SE, Rio Rancho 87124.0","1670 Rio Rancho Drive. SE, Rio Rancho",1670 Rio Rancho Drive. SE,Rio Rancho,87124.0,SEVEN CLOVER RIO RANCHO DISPENSARY,,
"2320 Grande Blvd. SE, Rio Rancho 87124.0","2320 Grande Blvd. SE, Rio Rancho",2320 Grande Blvd. SE,Rio Rancho,87124.0,THE VERDES FOUNDATION  GRANDE BLVD RETAIL,,
"3851 Southern Blvd., SE, Rio Rancho 87124.0","3851 Southern Blvd., SE, Rio Rancho","3851 Southern Blvd., SE",Rio Rancho,87124.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  SOUTHERN BLVD RETAIL,,
"199 State Highway 80, Suite B, Rodeo 88056.0","199 State Highway 80, Suite B, Rodeo","199 State Highway 80, Suite B",Rodeo,88056.0,THE BLAZING YUCCA LLC.- STATE HWY 80 RETAIL,,
"117 West Walnut, Roswell 88203.0","117 West Walnut, Roswell",117 West Walnut,Roswell,88203.0,COMPASSIONATE DISTRIBUTORS INC - WALNUT RETAIL,,
"1407 West 2nd St, Roswell 88201.0","1407 West 2nd St, Roswell",1407 West 2nd St,Roswell,88201.0,OCC ABQ LLC - Roswell,,
"1725 SE Main St. Suite B, Roswell 88203.0","1725 SE Main St. Suite B, Roswell",1725 SE Main St. Suite B,Roswell,88203.0,285 SOUTH DISPENSARY LLC - MAIN ST. RETAIL,,
"2303 N Main St, Roswell 88201.0","2303 N Main St, Roswell",2303 N Main St,Roswell,88201.0,FCI OF NEW MEXICO - ROSWELL RETAIL,,
"2800 N. Main Street, Suite 4, Roswell 88201.0","2800 N. Main Street, Suite 4, Roswell","2800 N. Main Street, Suite 4",Roswell,88201.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  ROSWELL DISPENSARY,,
"3108 North Main, Roswell 88201.0","3108 North Main, Roswell",3108 North Main,Roswell,88201.0,BRYANS GREEN CARE RETAIL - Roswell,,
"313 W Country Club, Roswell 88201.0","313 W Country Club, Roswell",313 W Country Club,Roswell,88201.0,PECOS VALLEY PRODUCTION INC - COUNTRY CLUB RETAIL,,
"325 S MAIN ST, Roswell 88203.0","325 S MAIN ST, Roswell",325 S MAIN ST,Roswell,88203.0,PURLIFE RETAIL - Roswell,,
"3606 N Main St, Unit 500, Roswell 88201.0","3606 N Main St, Unit 500, Roswell","3606 N Main St, Unit 500",Roswell,88201.0,GNOMAD LLC - 3606 N MAIN RETAIL,,
"4311 N. Main Street, Roswell 88201.0","4311 N. Main Street, Roswell",4311 N. Main Street,Roswell,88201.0,R. GREENLEAF ORGANICS DISPENSARY ROSWELL,,
"711 N Union Ave, Roswell 88201.0","711 N Union Ave, Roswell",711 N Union Ave,Roswell,88201.0,PRESS LABS INCORPORATED - UNION AVE RETAIL,,
"737 N Main St, Roswell 88201.0","737 N Main St, Roswell",737 N Main St,Roswell,88201.0,PECOS VALLEY PRODUCTION INC - MAIN ST RETAIL,,
"1000 Sudderth Drive, Ruidoso 88345.0","1000 Sudderth Drive, Ruidoso",1000 Sudderth Drive,Ruidoso,88345.0,PECOS VALLEY PRODUCTION INC - RUIDOSO RETAIL,,
"101 Mechem Dr, Ruidoso 88345.0","101 Mechem Dr, Ruidoso",101 Mechem Dr,Ruidoso,88345.0,ELEVATION 6420 LLC - MECHEM DR - RETAIL,,
"1100 Sudderth Dr., Ruidoso 88345.0","1100 Sudderth Dr., Ruidoso",1100 Sudderth Dr.,Ruidoso,88345.0,COMPASSIONATE DISTRIBUTORS INC - SUDDERTH RETAIL,,
"1608 Sudderth Dr, Ruidoso 88345.0","1608 Sudderth Dr, Ruidoso",1608 Sudderth Dr,Ruidoso,88345.0,ST CANAPA LLC - SUDDERTH DR RETAIL,,
"1715 Sudderth Dr, Ruidoso 88345.0","1715 Sudderth Dr, Ruidoso",1715 Sudderth Dr,Ruidoso,88345.0,MUNCHIEZ CANNABIS LLC - SUDDERTH DR RETAIL,,
"1803 Sudderth, Ruidoso 88345.0","1803 Sudderth, Ruidoso",1803 Sudderth,Ruidoso,88345.0,DISPENSARY NEAR ME RUFINA LLC- SUDDERTH RETAIL,,
"200 Sudderth Rd Unit A  B, Ruidoso 88345.0","200 Sudderth Rd Unit A  B, Ruidoso",200 Sudderth Rd Unit A  B,Ruidoso,88345.0,CHILLAX GLASS - SUDDERTH RD RETAIL,,
"2117 Sudderth Dr., Ruidoso 88345.0","2117 Sudderth Dr., Ruidoso",2117 Sudderth Dr.,Ruidoso,88345.0,GNOMAD LLC - SUDDERTH DR RETAIL/CONSUMPTION,,
"2330 Sudderth Dr, Ruidoso 88345.0","2330 Sudderth Dr, Ruidoso",2330 Sudderth Dr,Ruidoso,88345.0,GREEN MINDED HOLDINGS LLC - Ruidoso,,
"356 A Sudderth Drive, Ruidoso 88345.0","356 A Sudderth Drive, Ruidoso",356 A Sudderth Drive,Ruidoso,88345.0,ZS BUD BOARD LLC - MECHEM RETAIL,,
"360 Sudderth, Ruidoso 88345.0","360 Sudderth, Ruidoso",360 Sudderth,Ruidoso,88345.0,R. GREENLEAF ORGANICS INC - SUDDERTH RETAIL,,
"412 Gavilan Canyon Rd Lot 8, Ruidoso 88345.0","412 Gavilan Canyon Rd Lot 8, Ruidoso",412 Gavilan Canyon Rd Lot 8,Ruidoso,88345.0,VIRTUOUS CANNABIS LLC/ RETAIL GAVILAN CANYON RD,,
"412 Mechem Dr, Ruidoso 88035.0","412 Mechem Dr, Ruidoso",412 Mechem Dr,Ruidoso,88035.0,MONSTER HOUSE SMOKE LLC-RETAIL / CONSUMPTION,,
"26897 US-70, Ruidoso Downs 88345.0","26897 US-70, Ruidoso Downs",26897 US-70,Ruidoso Downs,88345.0,DUKE FAMILY LLC - SUDDERTH DR. CONSUMPTION AND RETAIL,,
"2674 Hwy 35, San Lorenzo 88041.0","2674 Hwy 35, San Lorenzo",2674 Hwy 35,San Lorenzo,88041.0,HERBAL WELLNESS SOLUTIONS LLC/ RETAIL HWY 35,,
"23347 Hwy 550, San Ysidro 87053.0","23347 Hwy 550, San Ysidro",23347 Hwy 550,San Ysidro,87053.0,DR VS MOUNTAIN MEDS LLC - HWY 550 RETAIL,,
"100 Alameda Street, Santa Fe 87501.0","100 Alameda Street, Santa Fe",100 Alameda Street,Santa Fe,87501.0,TRIBAL HEALING ENTERPRISES CORPORATION/ RETAIL ALAMEDA STREET,,
"1089 S. St. Francis Drive, Santa Fe 87505.0","1089 S. St. Francis Drive, Santa Fe",1089 S. St. Francis Drive,Santa Fe,87505.0,PROHIBITION 37 - ST. FRANCIS DR RETAIL,,
"1161 Siler rd, Santa Fe 87507.0","1161 Siler rd, Santa Fe",1161 Siler rd,Santa Fe,87507.0,HIGH FLYER DISPENSARY LLC-SILER RD RETAIL,,
"121 Sandoval St, Santa Fe 87501.0","121 Sandoval St, Santa Fe",121 Sandoval St,Santa Fe,87501.0,"RMC NM, INC - SANTA FE",,
"1228 Parkway Drive Unit D, Santa Fe 87507.0","1228 Parkway Drive Unit D, Santa Fe",1228 Parkway Drive Unit D,Santa Fe,87507.0,GREEN LIGHT MULTIFACTOR LLC,,
"128 W Palace Ave, Santa Fe 87501.0","128 W Palace Ave, Santa Fe",128 W Palace Ave,Santa Fe,87501.0,BEST DAZE INC - Santa Fe,,
"1320 Luana St, Santa Fe 87505.0","1320 Luana St, Santa Fe",1320 Luana St,Santa Fe,87505.0,DEEP SKY CANNABIS LLC - LUANA ST RETAIL,,
"142 Daniel Dt, Santa Fe 87501.0","142 Daniel Dt, Santa Fe",142 Daniel Dt,Santa Fe,87501.0,MAMA AND THE GIRLS -,,
"1592 San Mateo Lane, Santa Fe 87505.0","1592 San Mateo Lane, Santa Fe",1592 San Mateo Lane,Santa Fe,87505.0,KEYWAY- RETAIL,,
"1710 Cerrillos Rd, Santa Fe 87505.0","1710 Cerrillos Rd, Santa Fe",1710 Cerrillos Rd,Santa Fe,87505.0,BIG RANCH CULTIVATION LLC - CERRILLOS ROAD RETAILER,,
"1829 Cerrillos Road, Santa Fe 87505.0","1829 Cerrillos Road, Santa Fe",1829 Cerrillos Road,Santa Fe,87505.0,ELKHORN RETAIL LLC/ RETAIL CERRILLOS ROAD,,
"1900 Cerrillos Rd, Santa Fe 87505.0","1900 Cerrillos Rd, Santa Fe",1900 Cerrillos Rd,Santa Fe,87505.0,GMCC INC - CERRILLOS RETAIL,,
"1907 St. Michaels Drive, Santa Fe 87505.0","1907 St. Michaels Drive, Santa Fe",1907 St. Michaels Drive,Santa Fe,87505.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC - ST MICHAELS DR RETAIL,,
"220 N. Guadalupe Street, Santa Fe 87507.0","220 N. Guadalupe Street, Santa Fe",220 N. Guadalupe Street,Santa Fe,87507.0,"KURE, INC. - DISPENSARY",,
"220 Shelby St, Santa Fe 87501.0","220 Shelby St, Santa Fe",220 Shelby St,Santa Fe,87501.0,THE VERDES FOUNDATION  SHELBY ST RETAIL,,
"24 Bisbee Ct., Santa Fe 87508.0","24 Bisbee Ct., Santa Fe",24 Bisbee Ct.,Santa Fe,87508.0,KEYWAY - DISPENSARY -OPEN,,
"2641 B Cerrillos Rd, Santa Fe 87505.0","2641 B Cerrillos Rd, Santa Fe",2641 B Cerrillos Rd,Santa Fe,87505.0,BUDSTONES SMOKE SHOP - CERRILLOS RD RETAIL,,
"2778 Agua Fria St Suite 5, Santa Fe 87507.0","2778 Agua Fria St Suite 5, Santa Fe",2778 Agua Fria St Suite 5,Santa Fe,87507.0,HIGH CLASS/ RETAIL AGUA FRIA ST SUITE 10,,
"2859 Cerrillos Rd Unit 4, Santa Fe 87507.0","2859 Cerrillos Rd Unit 4, Santa Fe",2859 Cerrillos Rd Unit 4,Santa Fe,87507.0,BLACK POWDER DISPENSARY INCORPORATED,,
"2903 Agua Fria St, Santa Fe 87507.0","2903 Agua Fria St, Santa Fe",2903 Agua Fria St,Santa Fe,87507.0,ENDO LLC - RETAIL,,
"300 Galisteo Street STE 201, Santa Fe 87501.0","300 Galisteo Street STE 201, Santa Fe",300 Galisteo Street STE 201,Santa Fe,87501.0,DEEP SKY CANNABIS LLC - GALISTEO STREET STE 201 RETAILER,,
"3140 Cerrillos Rd Ste L, Santa Fe 87507.0","3140 Cerrillos Rd Ste L, Santa Fe",3140 Cerrillos Rd Ste L,Santa Fe,87507.0,PURLIFE/ RETAIL CERRILLOS RD STE L,,
"3256 Cerrillos Rd, Santa Fe 87507.0","3256 Cerrillos Rd, Santa Fe",3256 Cerrillos Rd,Santa Fe,87507.0,FCI OF NEW MEXICO - CERRILLOS RD RETAIL - Santa Fe,,
"3258 Cerrillos Rd, Santa Fe 87507.0","3258 Cerrillos Rd, Santa Fe",3258 Cerrillos Rd,Santa Fe,87507.0,FCI OF NEW MEXICO - CERRILLOS RD RETAIL - Santa Fe,,
"3354 Cerrillos Rd, Santa Fe 87507.0","3354 Cerrillos Rd, Santa Fe",3354 Cerrillos Rd,Santa Fe,87507.0,"KURE, INC. DISPENSARY SANTA FE THIRD LOCATION",,
"3501 Cerrillos Rd, Santa Fe 87507.0","3501 Cerrillos Rd, Santa Fe",3501 Cerrillos Rd,Santa Fe,87507.0,OHM ORGANICS LLC - CERRILLOS RD. RETAIL,,
"3530 Zafarano Dr Ste C5, Santa Fe 87507.0","3530 Zafarano Dr Ste C5, Santa Fe",3530 Zafarano Dr Ste C5,Santa Fe,87507.0,"THE VERDES FOUNDATION - ZAFARANO, SF",,
"3963 Cerrillos Rd Ste B, Santa Fe 87507.0","3963 Cerrillos Rd Ste B, Santa Fe",3963 Cerrillos Rd Ste B,Santa Fe,87507.0,EVEREST APOTHECARY - Santa Fe,,
"403 W. Cordova Rd, Santa Fe 87505.0","403 W. Cordova Rd, Santa Fe",403 W. Cordova Rd,Santa Fe,87505.0,R. GREENLEAF ORGANICS DISPENSARY SANTA FE,,
"4641 Airport Rd, Santa Fe 87507.0","4641 Airport Rd, Santa Fe",4641 Airport Rd,Santa Fe,87507.0,BEST DAZE INC - RETAIL SANTA FE - Santa Fe,,
"5041 Main Street, Santa Fe 87507.0","5041 Main Street, Santa Fe",5041 Main Street,Santa Fe,87507.0,HIGH DESERT RELIEF DISPENSARY - Santa Fe,,
"507 Old Santa Fe Trail, Santa Fe 87505.0","507 Old Santa Fe Trail, Santa Fe",507 Old Santa Fe Trail,Santa Fe,87505.0,ELKHORN RETAIL LLC/ RETAIL OLD SANTA FE TRAIL,,
"604 N Guadalupe, Santa Fe 87501.0","604 N Guadalupe, Santa Fe",604 N Guadalupe,Santa Fe,87501.0,ELKHORN RETAIL LLC/ RETAIL N GUADALUPE,,
"607 Cerrillos Rd Suite A, Santa Fe 87505.0","607 Cerrillos Rd Suite A, Santa Fe",607 Cerrillos Rd Suite A,Santa Fe,87505.0,SFCC LLC - CERRILLOS RETAIL,,
"628 Old Las Vegas Hwy, Santa Fe 87508.0","628 Old Las Vegas Hwy, Santa Fe",628 Old Las Vegas Hwy,Santa Fe,87508.0,KURE LLC - OLD LV HWY RETAILER,,
"68 Cities of Gold Rd, Santa Fe 87506.0","68 Cities of Gold Rd, Santa Fe",68 Cities of Gold Rd,Santa Fe,87506.0,PUEBLO OF POJOAQUE WO POVI CANNABIS,,
"7 Avenida Vista Grande, Santa Fe 87508.0","7 Avenida Vista Grande, Santa Fe",7 Avenida Vista Grande,Santa Fe,87508.0,BEST DAZE INC - RETAIL SANTA FE - Santa Fe,,
"7 Caliente Rd, Santa Fe 87507.0","7 Caliente Rd, Santa Fe",7 Caliente Rd,Santa Fe,87507.0,BLAZED CANNABIS LLC - CALIENTE RD RETAIL,,
"7502 Mallard Way B, Santa Fe 87507.0","7502 Mallard Way B, Santa Fe",7502 Mallard Way B,Santa Fe,87507.0,GREEN FUEGO/ RETAIL MALLARD WAY B,,
"802 Early St, Santa Fe 87505.0","802 Early St, Santa Fe",802 Early St,Santa Fe,87505.0,LEAF AND FLOWER LLC - Santa Fe,,
"820 Mercer St, Santa Fe 87505.0","820 Mercer St, Santa Fe",820 Mercer St,Santa Fe,87505.0,BEST DAZE INC RETAIL,,
"839 Paseo De Peralta, Santa Fe 87501.0","839 Paseo De Peralta, Santa Fe",839 Paseo De Peralta,Santa Fe,87501.0,AMIGOS CANNABIS - PASEO DE PERALTA MANUFACTURER,,
"901 Early Street, Santa Fe 87505.0","901 Early Street, Santa Fe",901 Early Street,Santa Fe,87505.0,FRUIT OF THE EARTH ORGANICS-DISPENSARY,,
"1973 Historic Route 66, Santa Rosa 88435.0","1973 Historic Route 66, Santa Rosa",1973 Historic Route 66,Santa Rosa,88435.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC - Santa Rosa,,
"2483 U.S. Rt 66, Santa Rosa 88435.0","2483 U.S. Rt 66, Santa Rosa",2483 U.S. Rt 66,Santa Rosa,88435.0,"JACC LIFE, LLC",,
"5300 Mcnutt Rd, Santa Teresa 88008.0","5300 Mcnutt Rd, Santa Teresa",5300 Mcnutt Rd,Santa Teresa,88008.0,GARDEN OF DREAMS CANNABIS LLC,,
"5305 McNutt Rd, Santa Teresa 88008.0","5305 McNutt Rd, Santa Teresa",5305 McNutt Rd,Santa Teresa,88008.0,ST CANAPA LLC - MCNUTT RD RETAIL,,
"5325 McNutt Rd, Santa Teresa 88008.0","5325 McNutt Rd, Santa Teresa",5325 McNutt Rd,Santa Teresa,88008.0,FRESHIES LLC/ RETAIL MCNUTT RD,,
"5620 McNutt Rd, Santa Teresa 88008.0","5620 McNutt Rd, Santa Teresa",5620 McNutt Rd,Santa Teresa,88008.0,HI LIFE DISPENSARY LLC - MCNUTT RD - RETAIL,,
"1628 Silver Heights Blvd, Silver City 88061.0","1628 Silver Heights Blvd, Silver City",1628 Silver Heights Blvd,Silver City,88061.0,"RMC NM, INC - SILVER CITY RETAIL - Silver City",,
"2005 Hwy 180 Suite 300, Silver City 88061.0","2005 Hwy 180 Suite 300, Silver City",2005 Hwy 180 Suite 300,Silver City,88061.0,HAPPY HERB LLC - RETAIL SILVER CITY,,
"2320 Highway 180 East, Silver City 88061.0","2320 Highway 180 East, Silver City",2320 Highway 180 East,Silver City,88061.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  SILVER CITY RETAIL,,
"305 S. Bullard St., Silver City 88061.0","305 S. Bullard St., Silver City",305 S. Bullard St.,Silver City,88061.0,PHAT BOY PHARMS LLC,,
"412 Silver Heights Blvd, Silver City 88061.0","412 Silver Heights Blvd, Silver City",412 Silver Heights Blvd,Silver City,88061.0,HAPPY HERB LLC,,
"857 Silver Heights Blvd, Silver City 88061.0","857 Silver Heights Blvd, Silver City",857 Silver Heights Blvd,Silver City,88061.0,FLY HIGH CANNABIS LLC - SILVER HEIGHTS RETAIL,,
"909 N Hudson Street, Silver City 88061.0","909 N Hudson Street, Silver City",909 N Hudson Street,Silver City,88061.0,BIG RANCH CULTIVATION LLC - HUDSON STREET RETAIL,,
"910 N Pope St, Silver City 88061.0","910 N Pope St, Silver City",910 N Pope St,Silver City,88061.0,BUFFALO BUD FARMING CO LLC - RETAIL,,
"103 Manzanares Ave, Socorro 87801.0","103 Manzanares Ave, Socorro",103 Manzanares Ave,Socorro,87801.0,PROHIBITION 37 - MANZANARES AVE RETAIL,,
"124 B Manzanares Ave, Socorro 87801.0","124 B Manzanares Ave, Socorro",124 B Manzanares Ave,Socorro,87801.0,DISPENSARY NEAR ME SOCORRO LLC,,
"402 S California St, Socorro 87801.0","402 S California St, Socorro",402 S California St,Socorro,87801.0,SMOKAL SMOKE LOCAL - CALIFORNIA ST RETAIL,,
"496 NM Hwy 1, Socorro 87801.0","496 NM Hwy 1, Socorro",496 NM Hwy 1,Socorro,87801.0,STEVOS SANTA FE TRUCK STOP-NM HWY 1 RETAIL,,
"508 Highway 85, Socorro 87801.0","508 Highway 85, Socorro",508 Highway 85,Socorro,87801.0,"FROST STATION CANNABIS, LLC - HIGHWAY 85 RETAILER",,
"508 Old US Highway 85, Socorro 87801.0","508 Old US Highway 85, Socorro",508 Old US Highway 85,Socorro,87801.0,GH LLC- OLD US RETAIL,,
"100 Maguey Ct, Sunland Park 88063.0","100 Maguey Ct, Sunland Park",100 Maguey Ct,Sunland Park,88063.0,FLORA VERDE LLC - MAGUEY CT RETAIL,,
"100 Palomas Pl Ste B-2, Sunland Park 88063.0","100 Palomas Pl Ste B-2, Sunland Park",100 Palomas Pl Ste B-2,Sunland Park,88063.0,CARDIEL BOTANICA LTD CO - PALOMAS PL RETAIL,,
"101 Maguey Suite 4, Sunland Park 88063.0","101 Maguey Suite 4, Sunland Park",101 Maguey Suite 4,Sunland Park,88063.0,NUVES LLC - RANCH ROAD RETAIL,,
"1051 McNutt Rd, Sunland Park 88063.0","1051 McNutt Rd, Sunland Park",1051 McNutt Rd,Sunland Park,88063.0,SUNLAND MCNUTT GROUP LLC- MCNUTT RD RETAIL,,
"1144 McNutt, Sunland Park 88063.0","1144 McNutt, Sunland Park",1144 McNutt,Sunland Park,88063.0,J AND J LOAN COMPANY- MCNUTT RETAIL,,
"1155 McNutt Road, Sunland Park 88063.0","1155 McNutt Road, Sunland Park",1155 McNutt Road,Sunland Park,88063.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  SUNLAND PARK RETAIL,,
"1165 McNutt Dr Unit C5, Sunland Park 88063.0","1165 McNutt Dr Unit C5, Sunland Park",1165 McNutt Dr Unit C5,Sunland Park,88063.0,"ROUND HOUSE RESERVE, LLC - MCNUTT DR RETAIL",,
"1290 McNutt Rd, Sunland Park 88063.0","1290 McNutt Rd, Sunland Park",1290 McNutt Rd,Sunland Park,88063.0,DISPENSARY NEAR ME SUNLAND PARK LLC- MCNUTT RETAIL,,
"1290 McNutt Rd. Ste. D, Sunland Park 88063.0","1290 McNutt Rd. Ste. D, Sunland Park",1290 McNutt Rd. Ste. D,Sunland Park,88063.0,HHNM SUNLAND PARK 1 COMPANY- MCNUTT RD. STE. D RETAIL,,
"1500 Appaloosa Dr Bldg A Ste 140, Sunland Park 88063.0","1500 Appaloosa Dr Bldg A Ste 140, Sunland Park",1500 Appaloosa Dr Bldg A Ste 140,Sunland Park,88063.0,ANIMACANN INC - APPALOOSA DR RETAIL,,
"1500 Appaloosa St Suite B, Sunland Park 88063.0","1500 Appaloosa St Suite B, Sunland Park",1500 Appaloosa St Suite B,Sunland Park,88063.0,BLUE WHALE SUNLAND - APPALOOSA ST RETAIL,,
"1541 Appaloosa Unit 7, Sunland Park 88063.0","1541 Appaloosa Unit 7, Sunland Park",1541 Appaloosa Unit 7,Sunland Park,88063.0,OLD GODS CANNABIS INC/ RETAIL APPALOOSA UNIT7,,
"1541 Appaloosas Unit 1, 2, Crossing Offices, Sunland Park 88063.0","1541 Appaloosas Unit 1, 2, Crossing Offices, Sunland Park","1541 Appaloosas Unit 1, 2, Crossing Offices",Sunland Park,88063.0,"R GREENLEAF ORGANICS INC/ RETAIL APPALOOSA UNIT 1,2",,
"1580 Appaloosa Dr Ste 320, Sunland Park 88063.0","1580 Appaloosa Dr Ste 320, Sunland Park",1580 Appaloosa Dr Ste 320,Sunland Park,88063.0,EVEREST APOTHECARY - Sunland Park,,
"159 Sunland Park Dr, Sunland Park 88063.0","159 Sunland Park Dr, Sunland Park",159 Sunland Park Dr,Sunland Park,88063.0,FIELDS OF DREAMS - SUNLAND PARK RETAIL,,
"1615 Appaloosa Dr, Sunland Park 88063.0","1615 Appaloosa Dr, Sunland Park",1615 Appaloosa Dr,Sunland Park,88063.0,"CHADCOR HOLDINGS NM, LLC",,
"1621 Appaloosa Dr, Sunland Park 88063.0","1621 Appaloosa Dr, Sunland Park",1621 Appaloosa Dr,Sunland Park,88063.0,CHADCOR HOLDINGS NM- RETAIL - Sunland Park,,
"1685 McNutt, Sunland Park 88063.0","1685 McNutt, Sunland Park",1685 McNutt,Sunland Park,88063.0,CARDIEL BOTANICA LTD CO - MCNUTT RD RETAIL,,
"1769 Victory Ln, Sunland Park 88063.0","1769 Victory Ln, Sunland Park",1769 Victory Ln,Sunland Park,88063.0,APOGEE THERAPEUTICS LLC - RETAIL/CONSUMPTION,,
"1805 Futurity Dr, Sunland Park 88603.0","1805 Futurity Dr, Sunland Park",1805 Futurity Dr,Sunland Park,88603.0,BESOS LLC/ RETAIL FUTURITY DR,,
"1845 McNutt Rd, Sunland Park 88063.0","1845 McNutt Rd, Sunland Park",1845 McNutt Rd,Sunland Park,88063.0,NEWBERRY FARMS LLC - MCNUTT RD. RETAIL,,
"1925 Appaloosa Dr, Sunland Park 88063.0","1925 Appaloosa Dr, Sunland Park",1925 Appaloosa Dr,Sunland Park,88063.0,PECOS VALLEY PRODUCTION INC - APPALOOSA DR RETAIL,,
"1925 Appoloosa Dr, Sunland Park 88063.0","1925 Appoloosa Dr, Sunland Park",1925 Appoloosa Dr,Sunland Park,88063.0,TEN 10 PROJECT LLC- APPOLOOSA DR RETAIL,,
"1999 Futurity Drive Unit A, Sunland Park 88063.0","1999 Futurity Drive Unit A, Sunland Park",1999 Futurity Drive Unit A,Sunland Park,88063.0,"NEBRO, LLC",,
"2167 McNutt Rd suite A, Sunland Park 88063.0","2167 McNutt Rd suite A, Sunland Park",2167 McNutt Rd suite A,Sunland Park,88063.0,OBI WAN CANNABIS LLC,,
"2327 McNutt Ste D, Sunland Park 88063.0","2327 McNutt Ste D, Sunland Park",2327 McNutt Ste D,Sunland Park,88063.0,YERBAVIVA LLC/ RETAIL MCNUTT STE D,,
"2355 McNutt Road, Sunland Park 88063.0","2355 McNutt Road, Sunland Park",2355 McNutt Road,Sunland Park,88063.0,SCORE 420 - MCNUTT RETAIL,,
"245 Derby Rd, Sunland Park 88063.0","245 Derby Rd, Sunland Park",245 Derby Rd,Sunland Park,88063.0,"GREEN LABS CANNABIS COMPANY, LLC- DERBY RD RETAIL",,
"267 Anapra Rd, Sunland Park 88063.0","267 Anapra Rd, Sunland Park",267 Anapra Rd,Sunland Park,88063.0,SUNSHINE ESSENTIALS/ RETAIL MCNUTT,,
"871 McNutt Rd, Sunland Park 88063.0","871 McNutt Rd, Sunland Park",871 McNutt Rd,Sunland Park,88063.0,PROHIBITION 37 - MCNUTT RD RETAIL,,
"101 Camino De La Placita, Taos 87571.0","101 Camino De La Placita, Taos",101 Camino De La Placita,Taos,87571.0,"RMC NM, INC - TAOS",,
"1033 Paseo Del Sur Suite A, Taos 87571.0","1033 Paseo Del Sur Suite A, Taos",1033 Paseo Del Sur Suite A,Taos,87571.0,ELKHORN RETAIL LLC/ RETAIL PASEO DEL SUR SUITE A,,
"1034 Paseo de Pueblo Sur, Taos 87571.0","1034 Paseo de Pueblo Sur, Taos",1034 Paseo de Pueblo Sur,Taos,87571.0,GREEN WORLD TAOS INC,,
"1103 Paseo Del Pueblo Sur, Taos 87571.0","1103 Paseo Del Pueblo Sur, Taos",1103 Paseo Del Pueblo Sur,Taos,87571.0,TAOS 420 CANNABIS  COFFEE LLC - TAOS RETAIL,,
"1128 Paseo del Pueblo Sur, Taos 87571.0","1128 Paseo del Pueblo Sur, Taos",1128 Paseo del Pueblo Sur,Taos,87571.0,FCI OF NEW MEXICO - TAOS RETAIL,,
"212 Bendix St Unit E, Taos 87571.0","212 Bendix St Unit E, Taos",212 Bendix St Unit E,Taos,87571.0,ELEVATION 6969 LLC/ RETAIL BENDIX ST UNIT E,,
"216A Paseo Del Pueblo Sur, Taos 87571.0","216A Paseo Del Pueblo Sur, Taos",216A Paseo Del Pueblo Sur,Taos,87571.0,SANGRE DE CRISTO RETAIL LLC - Taos,,
"536 Paseo del Pueblo Norte, Taos 87571.0","536 Paseo del Pueblo Norte, Taos",536 Paseo del Pueblo Norte,Taos,87571.0,BIGHORN VENTURES- RETAIL,,
"726 Paseo Del Pueblo Sur Suite A, Taos 87571.0","726 Paseo Del Pueblo Sur Suite A, Taos",726 Paseo Del Pueblo Sur Suite A,Taos,87571.0,GS GANJA/ RETAIL STRAIGHT ARROW ROAD,,
"910 Paseo Del Pueblo Norte, Taos 87571.0","910 Paseo Del Pueblo Norte, Taos",910 Paseo Del Pueblo Norte,Taos,87571.0,SIERRA MADRE MED REC LLC - PASEO DEL PUEBLO RETAIL,,
"110 Emma Road, Taos Ski Valley 87525.0","110 Emma Road, Taos Ski Valley",110 Emma Road,Taos Ski Valley,87525.0,SANGRE DE CRISTO RETAIL LLC - Taos Ski Valley,,
"124 E Broadway St, Tatum 88267.0","124 E Broadway St, Tatum",124 E Broadway St,Tatum,88267.0,TATUM HOUSE OF CANNA LLC,,
"223 West Broadway Ste A, Tatum 88267.0","223 West Broadway Ste A, Tatum",223 West Broadway Ste A,Tatum,88267.0,GNOMAD LLC-BROADWAY RETAIL,,
"512 E Broadway, Tatum 88267.0","512 E Broadway, Tatum",512 E Broadway,Tatum,88267.0,BUDDING GENIUS LLC/ RETAIL BROADWAY,,
"202 State St, Texico 88135.0","202 State St, Texico",202 State St,Texico,88135.0,EVEREST APOTHECARY - Texico,,
"205 Wheeler Ave, Texico 88135.0","205 Wheeler Ave, Texico",205 Wheeler Ave,Texico,88135.0,VANA SOCIETY LLC - Texico,,
"500 Wheeler Ave, Texico 88135.0","500 Wheeler Ave, Texico",500 Wheeler Ave,Texico,88135.0,KUSTOM CANNABIS LLC - WHEELER AVE RETAIL,,
"800 Wheeler Avenue, Texico 88135.0","800 Wheeler Avenue, Texico",800 Wheeler Avenue,Texico,88135.0,TNM HOLDINGS LLC/ RETAIL WHEELER AVENUE,,
"372 Pounds Rd, Timberon 88350.0","372 Pounds Rd, Timberon",372 Pounds Rd,Timberon,88350.0,BSD SPECIALTY FARMS LLC - POUNDS RD RETAIL,,
